label_value,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Unemployment rate,Inflation rate,GDP,Age Code,Nationality
1,1,1,1,9130,1,37,37,9,9,108.0,1,0,1,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,2,9773,1,1,1,9,9,136.9,1,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,1,17,1,9670,1,1,19,4,8,118.7,0,0,0,1,1,1,0,12.4,0.5,1.79,1,1
0,1,17,1,9670,1,19,19,1,1,114.6,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9773,1,34,26,0,6,160.1,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,16,1,9556,1,37,37,9,7,122.7,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,39,1,9003,1,37,37,9,5,110.0,0,0,0,1,0,0,0,15.5,2.8,-4.06,0,1
0,1,1,3,9670,1,3,1,2,3,105.7,1,0,0,1,1,0,0,8.9,1.4,3.51,1,1
0,1,17,4,9773,1,1,19,9,8,120.3,1,0,1,1,1,1,0,8.9,1.4,3.51,1,1
1,2,7,1,8014,0,19,19,4,4,170.0,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,17,3,9085,1,19,38,5,7,111.1,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,1,1,9238,1,19,37,9,9,130.0,0,0,0,0,0,1,0,10.8,1.4,1.74,1,1
0,1,15,1,9238,1,19,19,9,6,140.0,0,0,0,1,1,0,1,11.1,0.6,2.02,1,26
0,1,43,1,9773,1,1,37,3,0,110.0,0,0,1,1,0,0,0,12.4,0.5,1.79,1,1
0,1,1,1,8014,0,37,37,9,7,114.9,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,4,9500,1,19,38,9,3,125.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,39,1,9003,1,3,3,2,2,110.0,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
1,1,17,1,9070,1,38,19,9,9,115.2,0,0,0,1,1,1,0,15.5,2.8,-4.06,1,1
0,1,39,1,8014,0,37,11,9,10,131.5,0,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,2,39,1,9991,0,37,12,9,9,150.0,0,0,1,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9670,1,38,38,9,10,100.0,0,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,2,39,1,8014,0,37,37,5,6,128.5,0,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
0,1,16,1,9003,1,1,37,4,9,140.7,1,0,1,1,0,1,0,15.5,2.8,-4.06,1,1
0,1,1,3,9238,1,19,1,9,10,123.6,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9119,1,19,19,4,4,171.2,0,0,0,1,1,1,0,12.4,0.5,1.79,1,1
0,1,1,1,9500,1,3,1,3,3,113.2,0,1,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,1,18,1,9238,1,38,38,9,7,114.7,0,0,1,1,0,1,0,11.1,0.6,2.02,1,1
1,1,17,3,9556,1,19,19,9,4,119.0,1,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
1,1,43,1,9147,1,37,37,6,6,122.9,0,0,0,1,0,0,0,16.2,0.3,-0.92,0,1
0,1,1,6,9500,1,38,19,7,7,125.3,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
1,1,43,1,9670,1,3,19,3,5,120.8,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,1,3,9070,1,19,38,5,7,141.0,1,0,0,1,1,1,0,12.4,0.5,1.79,1,1
1,2,7,1,9147,1,37,37,9,9,140.0,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,2,39,1,8014,0,37,37,9,9,101.0,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,18,1,9773,1,38,37,9,8,126.8,0,0,0,1,1,1,0,13.9,-0.3,0.79,1,1
1,1,1,1,9500,1,19,38,7,8,129.9,0,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,2,7,1,9147,1,1,4,3,10,130.0,0,0,0,1,0,0,0,12.4,0.5,1.79,0,1
0,1,1,3,9070,1,5,3,5,7,124.8,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,2,39,1,8014,0,34,34,0,0,157.8,0,0,0,1,0,0,0,7.6,2.6,0.32,0,1
0,1,1,1,9670,1,19,1,9,8,123.4,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
1,1,51,1,9991,0,19,37,5,9,128.2,0,0,0,0,0,0,0,8.9,1.4,3.51,1,1
0,1,1,1,9085,1,30,19,4,90,122.3,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,2,39,1,8014,0,1,19,1,5,130.0,0,0,1,1,0,1,0,9.4,-0.8,-3.12,1,1
1,1,39,1,8014,0,34,34,0,0,100.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,4,7,1,9500,1,19,19,4,6,130.0,0,0,0,0,0,0,0,12.4,0.5,1.79,0,1
1,1,18,1,9147,1,37,37,7,7,112.0,1,0,0,0,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,6,9500,1,1,38,4,5,125.0,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
0,1,1,2,9085,1,4,19,2,5,162.1,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,17,1,9670,1,38,37,9,9,122.9,0,0,0,0,1,0,0,10.8,1.4,1.74,1,1
1,4,39,1,9991,0,37,37,5,5,138.7,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,1,1,9238,1,34,37,5,5,120.4,0,0,0,0,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9500,1,19,19,3,3,142.0,0,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
1,2,39,1,9991,0,19,37,7,9,137.2,0,0,1,0,0,0,0,10.8,1.4,1.74,1,1
0,1,39,2,8014,0,37,37,9,9,150.5,0,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,1,1,171,1,19,19,5,10,135.8,1,0,0,1,1,0,0,15.5,2.8,-4.06,1,1
1,1,1,6,171,1,10,10,4,4,130.2,1,0,0,1,1,1,0,9.4,-0.8,-3.12,1,1
1,1,39,1,9085,1,3,1,2,5,103.0,0,0,0,1,1,0,0,10.8,1.4,1.74,1,1
1,1,1,1,9147,1,9,22,4,3,106.1,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9254,1,38,38,6,6,118.5,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9070,1,3,3,3,3,135.9,0,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,1,1,9147,1,38,19,9,10,117.9,0,0,0,1,0,1,0,8.9,1.4,3.51,1,1
0,1,18,2,9500,1,1,1,4,3,126.8,1,0,0,1,0,1,1,9.4,-0.8,-3.12,1,24
1,2,39,1,9147,1,1,19,9,9,109.9,0,0,0,0,0,0,0,12.7,3.7,-1.7,1,1
0,1,17,5,9500,1,38,1,9,7,130.6,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,1,2,9500,1,37,1,7,7,132.8,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
1,1,39,1,9670,1,6,22,3,3,120.0,0,0,1,0,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9773,1,1,19,4,4,131.7,1,0,0,1,1,0,0,15.5,2.8,-4.06,1,1
0,1,17,1,9085,1,1,37,9,9,118.2,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,44,1,9238,1,19,19,8,8,144.3,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,1,3,9500,1,19,19,4,8,127.3,1,0,0,1,0,1,0,7.6,2.6,0.32,1,1
0,1,18,2,9500,1,1,3,3,2,121.2,1,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,1,44,1,9147,1,19,1,4,9,117.4,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,1,42,1,9119,1,19,37,9,3,135.0,0,0,1,1,1,0,0,13.9,-0.3,0.79,1,1
0,2,43,1,9254,1,38,37,9,3,120.0,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,3,9500,1,37,38,9,9,137.3,1,0,0,1,0,1,0,7.6,2.6,0.32,1,1
1,1,18,5,9500,1,19,1,1,10,129.3,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,17,2,171,1,1,1,2,3,148.6,1,0,0,1,1,0,1,11.1,0.6,2.02,1,41
0,1,1,4,9147,1,1,1,3,4,113.6,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
1,1,17,1,9853,1,38,37,5,5,140.2,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,1,5,9773,1,34,38,0,8,128.3,1,0,0,0,0,1,0,7.6,2.6,0.32,1,1
0,1,39,1,9003,1,3,3,1,2,150.0,0,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,1,1,1,8014,0,38,37,5,5,118.7,0,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,43,1,9147,1,1,19,9,10,147.8,0,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
1,1,42,1,9119,1,1,1,5,7,108.6,0,0,0,0,1,0,0,15.5,2.8,-4.06,1,1
1,1,17,2,9147,1,19,1,9,3,120.1,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
1,1,7,1,9991,0,38,38,9,7,130.0,0,0,0,1,1,0,0,8.9,1.4,3.51,1,1
0,1,1,1,9254,1,1,38,9,9,120.1,1,0,0,1,1,1,0,8.9,1.4,3.51,1,1
1,2,1,1,9991,0,37,37,9,9,131.8,0,0,0,0,0,0,0,10.8,1.4,1.74,1,1
0,1,1,1,9500,1,19,19,4,9,154.4,0,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
1,1,1,1,9500,1,19,1,90,90,128.0,0,0,0,1,1,0,0,10.8,1.4,1.74,1,1
1,1,17,1,171,1,1,1,9,9,124.8,1,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
0,1,39,1,8014,0,19,19,144,141,131.5,0,0,1,1,0,1,0,11.1,0.6,2.02,1,1
0,1,39,1,9991,0,37,38,5,5,155.7,0,0,0,1,1,0,0,10.8,1.4,1.74,1,1
0,2,39,1,9991,0,37,37,9,9,120.7,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,4,9500,1,37,19,9,9,127.8,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9147,1,38,37,9,5,159.3,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9070,1,12,19,4,5,118.5,0,1,0,1,0,1,0,8.9,1.4,3.51,1,1
0,1,42,1,9670,1,1,1,9,10,116.3,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
1,1,17,1,9119,1,38,19,7,3,119.9,1,0,1,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,2,9147,1,1,1,9,9,118.8,0,0,0,1,1,1,0,12.4,0.5,1.79,1,1
1,2,39,1,9119,1,34,34,9,9,140.0,0,0,0,0,1,0,0,15.5,2.8,-4.06,1,1
0,1,17,1,9147,1,37,38,9,7,115.8,1,0,0,1,1,0,0,11.1,0.6,2.02,1,1
1,1,44,1,9070,1,37,1,9,7,123.9,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,1,1,9085,1,2,1,4,10,117.4,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,1,1,2,9500,1,38,37,9,9,128.8,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9500,1,1,1,4,3,137.5,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,1,4,171,1,19,19,4,4,119.8,1,1,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,1,1,1,9085,1,1,1,9,9,133.0,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,1,2,9085,1,38,19,4,9,134.7,1,0,0,1,0,0,0,8.9,1.4,3.51,1,1
0,1,18,1,9003,1,1,38,9,6,101.0,0,0,0,1,1,0,0,15.5,2.8,-4.06,1,1
0,1,43,1,9500,1,1,38,7,7,129.6,0,1,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,39,1,9238,1,37,37,9,9,124.3,0,0,0,1,1,0,0,10.8,1.4,1.74,0,1
0,1,43,1,9147,1,37,37,9,9,130.2,0,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
0,2,39,1,9003,1,1,19,4,9,152.4,1,0,0,1,0,0,0,8.9,1.4,3.51,1,1
0,1,1,4,9500,1,38,1,5,6,133.9,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,1,1,9238,1,38,37,9,7,155.5,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,1,1,9130,1,1,1,4,10,138.9,1,0,0,1,1,0,0,10.8,1.4,1.74,1,1
1,1,17,5,9254,1,1,1,2,3,110.2,1,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
1,1,18,1,9119,1,3,19,3,5,147.7,0,0,0,1,1,1,0,9.4,-0.8,-3.12,1,1
0,1,17,6,9500,1,37,37,9,6,133.5,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
1,1,1,1,9070,1,1,37,5,9,143.0,1,0,1,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,44,1,9003,1,37,38,4,8,150.0,0,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,1,1,9500,1,37,38,6,6,125.6,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
1,1,1,1,171,1,1,19,123,103,113.9,1,1,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,1,6,9254,1,38,37,5,7,123.9,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,2,39,1,8014,0,37,37,9,9,121.0,0,0,0,1,0,0,0,10.8,1.4,1.74,0,1
0,1,1,1,9853,1,19,12,9,4,133.2,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,17,5,9500,1,19,38,9,5,130.7,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,17,4,9773,1,1,38,5,7,120.8,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,17,5,9085,1,19,19,90,7,115.8,0,0,0,0,0,0,0,12.7,3.7,-1.7,1,1
1,1,44,1,9070,1,1,38,4,6,104.8,0,0,1,0,0,0,0,12.4,0.5,1.79,1,1
1,2,43,1,9130,1,34,34,0,0,128.2,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
1,1,7,2,9130,1,34,34,0,0,140.0,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,2,57,1,9991,0,38,37,4,6,100.0,0,0,0,1,0,0,1,8.9,1.4,3.51,1,41
1,1,39,1,9670,1,34,34,0,0,104.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,17,6,9773,1,34,34,0,0,129.3,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,39,1,9500,1,19,1,1,1,140.8,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,1,17,6,9238,1,1,19,7,7,126.6,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
0,1,1,3,9500,1,38,38,9,9,119.3,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,1,1,9238,1,19,38,9,9,132.0,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,17,1,9500,1,19,38,7,7,136.5,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,17,2,9238,1,19,19,9,9,127.6,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,1,1,1,9085,1,3,1,2,5,112.9,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9500,1,38,37,9,9,125.8,0,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
0,1,1,1,9238,1,37,37,9,5,135.9,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9085,1,19,38,4,7,121.3,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,1,39,1,9991,0,3,38,2,7,121.7,0,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
0,1,17,4,9773,1,1,1,3,3,120.4,1,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,1,53,1,9147,1,3,4,2,1,140.2,0,0,0,1,0,0,0,8.9,1.4,3.51,1,1
1,1,39,1,9500,1,37,37,9,6,120.0,0,0,0,0,0,1,0,16.2,0.3,-0.92,1,1
0,1,43,1,9070,1,1,38,3,9,126.4,1,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
0,2,39,1,9670,1,37,19,9,4,135.6,0,0,0,1,0,1,0,12.4,0.5,1.79,0,1
1,4,39,1,8014,0,37,37,90,7,110.0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,1,1
1,1,1,1,171,1,1,38,7,8,135.6,1,0,0,1,1,0,0,11.1,0.6,2.02,1,1
0,1,1,1,9070,1,3,1,2,10,148.0,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,1,1,9085,1,37,37,9,1,123.2,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9500,1,3,1,4,5,132.8,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,1,1,4,9500,1,4,3,2,3,110.7,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,17,1,9254,1,1,1,4,8,126.7,1,0,0,0,1,0,0,12.4,0.5,1.79,1,1
1,1,1,1,9670,1,37,38,9,9,113.9,1,0,1,0,0,0,0,10.8,1.4,1.74,1,1
0,1,1,2,9773,1,1,1,4,9,144.1,1,0,0,1,1,1,0,12.7,3.7,-1.7,1,1
1,1,39,1,9991,0,37,37,7,7,133.9,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,44,1,171,1,37,37,5,6,108.3,0,0,0,0,0,0,0,12.4,0.5,1.79,1,1
0,1,1,1,9070,1,1,1,9,9,133.8,1,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
1,1,17,5,9500,1,1,19,4,8,130.2,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,1,4,9500,1,1,19,9,7,123.5,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,17,4,9500,1,38,19,5,7,125.5,0,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
0,1,17,1,9147,1,1,1,4,4,124.1,0,0,0,1,0,0,0,8.9,1.4,3.51,1,1
1,1,39,1,9085,1,37,37,4,8,140.0,0,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,1,39,1,9991,0,37,37,9,7,150.0,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,1,17,2,9119,1,12,19,5,5,121.0,0,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,2,43,1,9991,0,37,37,9,9,130.0,1,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,2,9500,1,37,37,9,9,116.0,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
0,1,39,1,9500,1,1,1,4,4,190.0,1,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,1,17,2,9500,1,38,19,5,7,124.0,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,1,2,9773,1,3,1,1,3,149.2,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,1,1,9773,1,37,38,9,7,128.5,0,0,1,1,0,0,0,10.8,1.4,1.74,1,1
0,1,1,1,9500,1,1,1,9,9,120.0,0,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
0,1,44,1,9085,1,38,37,4,6,150.0,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
1,1,39,1,9254,1,3,19,2,3,124.5,0,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,1,17,1,8014,0,37,37,5,8,132.5,0,0,1,1,0,1,0,13.9,-0.3,0.79,1,1
1,1,43,1,9773,1,1,1,4,8,129.0,0,0,0,0,0,0,0,10.8,1.4,1.74,1,1
0,1,42,1,9500,1,37,38,9,7,161.0,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,1,1,9238,1,19,19,5,5,124.5,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,17,4,9085,1,38,37,4,9,117.9,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,1,17,4,9670,1,38,19,9,6,119.4,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
0,1,1,2,9670,1,3,1,2,6,137.6,1,0,0,1,1,1,0,8.9,1.4,3.51,1,1
1,1,1,1,9147,1,1,19,9,9,120.3,1,0,0,1,1,1,0,8.9,1.4,3.51,1,1
0,1,39,1,9500,1,19,1,4,8,135.8,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,1,1,1,9500,1,38,38,9,9,138.8,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,1,43,1,9500,1,2,4,4,5,136.6,0,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
1,1,39,1,8014,0,37,37,6,5,107.5,0,0,0,1,0,0,0,12.7,3.7,-1.7,0,1
1,2,42,1,9070,1,37,25,0,4,148.5,0,0,0,1,1,0,0,9.4,-0.8,-3.12,0,1
0,1,17,1,9254,1,12,1,9,3,108.7,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
1,1,17,6,9119,1,19,3,5,10,106.5,1,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,1,1,1,9670,1,19,37,5,7,119.1,0,0,0,1,1,1,0,9.4,-0.8,-3.12,1,1
1,1,39,1,9670,1,1,19,5,4,140.4,0,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,1,5,9500,1,1,1,5,8,123.0,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,3,9238,1,38,19,5,8,120.8,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,1,1,9853,1,38,37,9,9,124.9,0,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
1,1,1,6,9500,1,19,19,9,5,124.8,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,3,9500,1,19,1,9,5,135.0,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
0,1,43,1,9500,1,3,3,2,2,100.0,0,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
1,1,44,1,9130,1,37,37,9,3,150.0,1,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
0,1,39,1,9003,1,19,19,9,1,140.0,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,17,6,9500,1,3,19,5,5,127.2,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,1,1,171,1,19,19,3,10,151.9,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,1,39,1,9003,1,38,38,9,6,138.1,0,0,1,0,0,0,0,8.9,1.4,3.51,1,1
1,1,39,2,9147,1,19,19,5,9,121.5,0,0,0,0,1,0,0,10.8,1.4,1.74,1,1
0,1,17,1,9254,1,1,19,5,4,118.0,0,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,1,1,9085,1,37,37,9,6,126.5,1,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
1,4,43,4,9991,0,37,37,9,9,153.0,0,0,0,0,0,0,0,7.6,2.6,0.32,0,1
0,1,17,5,9070,1,4,1,4,4,132.0,1,1,0,1,0,1,0,15.5,2.8,-4.06,1,1
1,1,17,3,9500,1,3,3,3,3,132.9,1,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,1,39,1,9085,1,19,19,4,9,139.9,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
1,2,43,1,9991,0,37,37,9,9,103.8,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,2,1,1,9500,1,3,38,2,4,121.0,0,0,0,1,0,1,0,10.8,1.4,1.74,1,1
1,1,7,1,9991,0,37,37,9,9,130.0,0,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
1,1,1,1,9254,1,37,38,9,8,114.6,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
1,1,1,2,9254,1,4,19,4,3,114.8,1,0,0,0,1,0,0,12.7,3.7,-1.7,1,1
1,2,39,1,9670,1,37,37,9,0,158.0,0,0,1,0,0,0,0,12.7,3.7,-1.7,1,1
0,1,17,5,9238,1,37,37,7,5,112.9,1,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,2,7,1,8014,0,37,34,0,0,130.0,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,17,1,171,1,37,37,9,1,150.3,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,18,1,9238,1,1,3,9,2,112.6,1,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9500,1,1,1,4,4,141.0,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,2,39,1,9991,0,37,37,9,6,130.2,0,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
1,1,17,3,9119,1,1,19,4,3,125.4,1,0,0,1,1,1,0,8.9,1.4,3.51,1,1
1,1,39,1,9853,1,19,1,9,4,128.2,0,0,0,0,0,0,0,12.7,3.7,-1.7,1,1
1,1,18,5,9085,1,5,3,2,3,111.9,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,2,1,1,8014,0,37,37,9,9,152.4,0,0,0,1,0,0,0,10.8,1.4,1.74,0,1
1,1,39,1,8014,0,12,5,9,4,116.5,0,0,1,0,0,0,0,8.9,1.4,3.51,1,1
1,1,17,1,171,1,3,1,9,9,126.9,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9147,1,37,38,9,9,114.0,0,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,39,1,9070,1,1,1,5,3,112.0,1,0,0,1,1,1,0,15.5,2.8,-4.06,1,1
1,1,39,1,9003,1,37,19,9,7,134.3,0,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,1,7,1,9003,1,37,37,6,6,120.0,0,0,0,1,0,0,0,15.5,2.8,-4.06,0,1
0,1,1,2,9773,1,37,37,9,9,130.8,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,51,1,9254,1,38,38,9,9,118.0,0,0,0,1,0,0,0,8.9,1.4,3.51,1,1
1,1,43,1,9991,0,3,1,2,9,130.0,0,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
1,1,1,1,9853,1,34,37,9,9,129.2,1,0,1,0,0,0,0,10.8,1.4,1.74,1,1
0,1,18,3,9500,1,19,1,4,7,127.5,1,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
1,1,17,3,9254,1,1,1,4,4,126.6,0,0,0,0,0,0,0,10.8,1.4,1.74,1,1
0,1,1,1,9500,1,1,19,9,6,121.5,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
1,1,17,5,9773,1,38,38,7,7,123.1,1,0,0,0,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9238,1,37,37,6,7,136.1,1,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,17,1,9238,1,1,38,144,181,123.3,0,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,1,2,9238,1,19,19,9,9,106.0,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
1,1,39,1,8014,0,37,38,4,7,110.0,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
